Date,Ticker,Close,Volume
2024-09-10,CPAC,5.1542,1164
2024-09-10,CX,5.523,9390100
2024-09-10,DESP,11.82,742345
2024-09-10,DLO,8.0023,701600
2024-09-10,EC,7.9546,4049300
2024-09-10,EDN,21.54,78681
2024-09-10,ERJ,34.136,865000
2024-09-10,EVEX,2.79,152993
2024-09-10,FMX,96.0092,405200
2024-09-10,GGAL,41.3527,719558
2024-09-10,GGB,3.1792,4602200
2024-09-10,GLOB,198.56,183409
2024-09-10,GPRK,7.0178,888900
2024-09-10,IFS,23.5843,37393
2024-09-10,INTR,6.7972,1431400
2024-09-10,IRS,10.7275,260382
2024-09-10,ITUB,5.5769,18784480
2024-09-10,KOF,81.2717,154300
2024-09-10,LVRO,4.5,5747
2024-09-10,MELI,2017.58,198616
2024-09-10,NEXA,6.06,13824
2024-09-10,NU,13.73,25093891
2024-09-10,OMAB,62.5474,104973
2024-09-10,PAAS,18.7112,2195900
2024-09-10,PAC,161.6934,89900
2024-09-10,PAGS,8.9757,5606000
2024-09-10,PAM,57.23,279245
2024-09-10,PAX,10.4308,991200
2024-09-10,PBR,12.7358,18918500
2024-09-10,PSMT,84.5515,144621
2024-09-10,SCCO,90.226,1272998
2024-09-10,SGML,9.41,565438
2024-09-10,SID,1.9272,1995300
2024-09-10,SQM,34.88,771800
2024-09-10,STN,76.362,366460
2024-09-10,SUPV,7.4425,1134700
2024-09-10,TBBB,28.2,1050300
2024-09-10,TGLS,59.6008,191700
2024-09-10,TGS,19.83,173416
2024-09-10,TS,26.7765,1491600
2024-09-10,TV,1.7846,789900
2024-09-10,TX,28.223,196300
2024-09-10,UGP,3.9683,765939
2024-09-10,VALE,9.4495,29373789
2024-09-10,VINP,9.4471,72500
2024-09-10,VIST,45.54,1086233
2024-09-10,VLRS,6.18,774506
2024-09-10,VSTA,2.5,348376
2024-09-10,VTEX,6.54,346400
2024-09-10,XP,17.224,3477800
2024-09-10,YPF,22.72,1669600
2024-09-10,ZENV,1.45,20900
2024-09-11,ABEV,2.1683,31766300
2024-09-11,AFYA,15.6761,149700
2024-09-11,AGRO,10.9264,548840
2024-09-11,AMX,15.664,2043854
2024-09-11,ARCO,7.9919,686600
2024-09-11,ASR,250.1733,57300
2024-09-11,AUNA,7.02,274400
2024-09-11,AVAL,1.9008,39700
2024-09-11,BAK,6.4,382680
2024-09-11,BAP,161.4738,224600
2024-09-11,BBAR,10.93,872374
2024-09-11,BBD,2.5379,26707199
2024-09-11,BCH,22.6029,146582
2024-09-11,BLX,28.6256,110000
2024-09-11,BMA,64.0,249563
2024-09-11,BRFS,4.1909,1877806
2024-09-11,BSAC,18.8098,206900
2024-09-11,BSBR,5.269,272900
2024-09-11,BVN,11.7552,532400
2024-09-11,CAAP,15.86,198200
2024-09-11,CBDBY,0.5,9000
2024-09-11,CCU,9.8004,311200
2024-09-11,CEG,186.3529,2846900
2024-09-11,CEPU,9.8434,616500
2024-09-11,CIB,24.5144,286000
2024-09-11,CINT,6.83,99689
2024-09-11,CPA,83.6486,271500
2024-09-11,CPAC,5.2367,8912
2024-09-11,CX,5.6906,20189200
2024-09-11,DESP,12.11,476004
2024-09-11,DLO,8.2119,664200
2024-09-11,EC,8.0717,1964800
2024-09-11,EDN,22.77,85138
2024-09-11,ERJ,34.7654,1246100
2024-09-11,EVEX,2.85,131258
2024-09-11,FMX,97.5882,379100
2024-09-11,GGAL,42.955,1011799
2024-09-11,GGB,3.2084,7837000
2024-09-11,GLOB,201.03,244666
2024-09-11,GPRK,7.0932,371100
2024-09-11,IFS,23.7684,37068
2024-09-11,INTR,7.0041,1218400
2024-09-11,IRS,10.7275,211026
2024-09-11,ITUB,5.5685,17872690
2024-09-11,KOF,82.6534,175000
2024-09-11,LVRO,4.74,7351
2024-09-11,MELI,2045.88,323564
2024-09-11,NEXA,6.1,18372
2024-09-11,NU,14.28,28356551
2024-09-11,OMAB,62.9815,102791
2024-09-11,PAAS,19.0368,2526900
2024-09-11,PAC,163.5426,51100
2024-09-11,PAGS,9.0348,5118200
2024-09-11,PAM,58.69,282585
2024-09-11,PAX,10.4019,494000
2024-09-11,PBR,12.8506,20916300
2024-09-11,PSMT,84.7898,117466
2024-09-11,SCCO,92.2345,1773912
2024-09-11,SGML,10.61,2199509
2024-09-11,SID,1.994,2262302
2024-09-11,SQM,38.37,2615100
2024-09-11,STN,76.8982,209432
2024-09-11,SUPV,7.7387,1117700
2024-09-11,TBBB,29.1,459200
2024-09-11,TGLS,59.4221,195600
2024-09-11,TGS,20.57,66467
2024-09-11,TS,26.8908,2495900
2024-09-11,TV,1.8324,4891400
2024-09-11,TX,28.6706,156300
2024-09-11,UGP,3.9585,851195
2024-09-11,VALE,9.7451,28253039
